t,nees_ekf,nees_mpf,nees_fgo
143.0,1.6577453198150476,2.926103087153951,3.358801957916491
143.1,1.4756147276010958,2.652537489076026,3.3612975410439816
143.2,1.4243353450942566,2.5718072625571153,3.3637192660146678
143.29999999999998,1.3590133859996436,2.470398701577981,3.3661305805254447
143.4,1.4569246972661816,2.608739270879526,3.368467465852345
143.5,1.3947217005509507,2.51182994732018,3.3707639565303396
143.60000000000002,1.244505817322231,2.285728394407675,3.373032885137218
143.7,1.367362086217024,2.460301154227584,3.3753230194880883
143.79999999999998,1.3947060241604587,2.494628922405839,3.377569335871695
143.9,1.851523620961537,3.156699931499361,3.3798093260796955
144.0,1.6135662218799713,2.8029862897489624,3.3819987279534622
144.10000000000002,1.5681959395910887,2.730469052990662,3.384252022960531
144.2,1.3678801273131929,2.4320629286885027,3.3863957734989616
144.29999999999998,1.4091223279607643,2.485800073384737,3.388449261490041
144.4,1.2316199401652201,2.2210760917680488,3.3904563521576234
144.5,1.1071532208080765,2.0342058867474573,3.392428233798599
144.60000000000002,1.455825168346733,2.535455379782033,3.3943687041285595
144.7,1.0271022743500624,1.9060199198929009,3.3963182189851158
144.8,0.7531427993657983,1.5027041915507418,3.39821878727533
144.9,0.8858239121823301,1.6868835236988728,3.400171745101628
145.0,0.7524060793190691,1.4897172066029065,3.402122493956404
145.1,0.8042745875312405,1.5595498970371147,3.404021647150966
145.2,1.0329934266400072,1.8805229405770656,3.4059397057579037
145.3,0.8243124169472311,1.5777805556190048,3.4078872415703785
145.4,0.6399940946238301,1.3087430202164239,3.409843709412355
145.5,0.2786112071093735,0.7630549687327091,3.4117743048933837
145.6,0.20986218674308516,0.6484792074943071,3.413698627359474
145.7,0.2885204454845304,0.7745690839740227,3.415608150105023
145.8,0.35962824818725597,0.8822477870990714,3.417520147514265
145.9,0.22457152050278517,0.6682955643089473,3.4193557308059366
146.0,0.19600468914768665,0.6194888829435903,3.421234482627183
146.1,0.28031276150108964,0.753664452368493,3.423072794876728
146.2,0.3855154763289962,0.9106286560213015,3.4249202199052275
146.3,0.4683364291990122,1.0283954428987343,3.4267714137187997
146.4,0.517252101551315,1.0952640020357616,3.42858867882697
146.5,0.594428152911906,1.2007149321241464,3.430412474790987
146.6,0.5201662482122495,1.0936128133869478,3.432158136637438
146.7,0.6905699094855939,1.3267955044592883,3.4338399892397518
146.8,0.7316339168297166,1.3792704570199303,3.4354647942552745
146.9,0.44720240862788824,0.9839909346055711,3.437027208724361
147.0,0.22128287743462643,0.649734585548764,3.4385905410143356
147.1,0.22384984013496084,0.6534635829242207,3.440155558514739
147.2,0.2949239360214116,0.7606712153802999,3.4417140883900106
147.3,0.3888628975120823,0.8946067246848355,3.443271986024355
